Genero	CRC25_kraken	CRC24_kraken	CRC09_kraken	CRC21_kraken	CRC22_kraken	CRC20_kraken	CRC04_kraken	CRC03_kraken	CRC02_kraken	CRC01_kraken	CRC18_kraken	CRC16_kraken	CRC32_kraken	CRC33_kraken	CRC06_kraken	CRC10_kraken	CRC05_kraken	CRC27_kraken	CRC13_kraken	CRC15_kraken	CRC11_kraken	CRC12_kraken	CRC07_kraken	CRC08_kraken	CRC28_kraken	CRC17_kraken	CRC30_kraken	CRC31_kraken	CRC19_kraken	CRC34_kraken	CRC26_kraken	CRC29_kraken	CRC23_kraken
Holdemanella	2.86E-05	0	1.78E-06	0	0	9.22E-06	1.67E-05	0	0	0	0	0	4.61E-06	0	4.90E-06	5.74E-06	5.98E-06	0	0	2.27E-06	0.000206745	0.000535928	6.04E-06	5.45E-05	0	8.93E-06	4.14E-05	4.99E-06	1.71E-05	0.000110794	7.10E-05	1.25E-05	0
ErysipelotrichaceaeUCG-003	2.65E-05	5.78E-06	1.34E-05	4.75E-06	0	6.92E-06	0	4.73E-05	2.89E-05	0	5.23E-06	3.54E-05	1.84E-06	1.03E-05	4.90E-06	0	0	0	8.29E-06	9.98E-05	1.22E-05	0.00063979	0	0	4.03E-06	0	5.65E-05	0	0	2.61E-05	1.78E-05	0	3.50E-05
ErysipelotrichaceaeUCG-004	1.84E-05	0	8.01E-06	0	0	6.92E-06	0	0	3.53E-05	1.55E-05	0	0	9.22E-07	0	0	5.74E-06	0.000143514	0	0	9.07E-06	0	3.32E-05	0	3.90E-06	0	0	0	0	0	1.30E-05	0	0	0
[Clostridium]innocuumgroup	1.22E-05	0	2.67E-06	0	0	2.31E-06	5.55E-06	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	6.80E-06	0	0	0	0	0	2.68E-05	5.51E-06	1.66E-06	0	6.52E-06	0	0	0
Merdibacter	1.02E-05	0	8.90E-07	4.75E-06	0	6.92E-06	5.55E-06	0	0	0	0	0	0	3.44E-06	0	0	2.39E-05	0	8.29E-06	9.07E-06	0	1.66E-05	1.21E-05	0	0	4.46E-06	6.89E-06	0	0	0	0	0	0
Asteroleplasma	8.16E-06	0	8.90E-07	0	5.46E-06	0	1.67E-05	0	1.61E-05	0	5.23E-06	0	9.22E-07	0	0	0	1.79E-05	0	0	0	0	8.31E-06	6.04E-06	0	0	0	0	0	0	0	0.000177562	0	0
Catenibacterium	4.08E-06	0	1.78E-06	4.75E-06	0	9.22E-06	0	7.89E-06	3.21E-06	0	0	0	0	3.44E-06	0	0	0	0	8.29E-06	1.36E-05	2.43E-05	0.005816272	0	0.000374015	0	8.93E-06	8.27E-06	3.33E-06	0	0	0	0	0
Faecalitalea	4.08E-06	0	8.90E-07	0	0	0.000124496	0	7.89E-06	0	0	0	7.09E-06	0	0	0	0	0	3.53E-06	0	5.67E-05	0	0	6.04E-06	2.34E-05	0	0.000205334	2.34E-05	0	0	0	3.55E-06	0	0
Sharpea	2.04E-06	0	0	0	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOR0006	2.04E-06	0	1.78E-06	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	4.15E-06	0	0	0	0	0	1.66E-06	0	0	3.55E-06	0	0
Erysipelatoclostridium	2.04E-06	2.89E-06	8.90E-06	0	5.46E-06	5.07E-05	1.11E-05	7.89E-06	6.42E-06	1.55E-05	5.23E-06	3.54E-06	1.84E-06	6.89E-06	0	1.72E-05	1.20E-05	0	0	6.58E-05	0	7.48E-05	6.04E-06	1.17E-05	2.01E-06	0	4.14E-05	0	0	1.96E-05	0	0	7.79E-06
Holdemania	2.04E-06	0	1.78E-06	9.50E-06	0	3.46E-05	5.55E-06	0	3.21E-06	1.55E-05	0	0	0	0	4.90E-06	1.72E-05	0	0	0	0.000156463	0	2.91E-05	0	7.79E-06	0	5.36E-05	9.24E-05	0	0	0	1.07E-05	0	0
Limnochorda	2.04E-06	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	0.163166582	0.000254139	0.119099131	0.001235507	0.00137659	0.000398847	0.001394042	0.000118349	0.007705842	0.001299988	3.66E-05	0.001800531	3.14E-05	0.012179123	3.92E-05	0.001878285	4.78E-05	9.52E-05	0.000912189	0.001349209	0.000145937	0.008716099	0.00130988	7.79E-05	2.62E-05	5.80E-05	0.001564762	0.030842293	0.000154308	0.022843103	0.000127845	0.000461059	0.001838164
Cetobacterium	0.001685264	0	0.000202995	4.75E-06	0	1.84E-05	1.11E-05	7.89E-06	1.61E-05	0	0	2.13E-05	0	6.54E-05	0	0	0	0	0	2.27E-06	0	7.06E-05	0	1.17E-05	0	0	9.65E-06	0.000372475	1.71E-05	0.000123829	3.55E-06	0	3.89E-06
Psychrilyobacter	3.26E-05	0	1.07E-05	0	0	0	5.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-06	0	0	0	0	0
Propionigenium	1.63E-05	0	6.23E-06	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	3.33E-06	0	1.30E-05	0	0	0
Leptotrichia	0.0001469	0	0.002354917	9.50E-06	0	1.84E-05	1.11E-05	1.58E-05	5.46E-05	0.000123808	1.05E-05	1.06E-05	0	9.30E-05	0	1.15E-05	0	0	8.29E-05	0.000108844	3.65E-05	4.15E-06	0	0	0	4.46E-06	6.34E-05	0.000424023	0	0.00156415	3.55E-06	0	0
Hypnocyclicus	8.98E-05	0	1.78E-06	0	0	0	0	0	3.21E-06	0	0	0	0	6.89E-06	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	1.38E-06	1.66E-06	0	0	0	0	0
Oceanivirga	3.47E-05	2.89E-06	5.25E-05	0	0	3.00E-05	0	0	2.25E-05	0	0	3.54E-06	0	0	0	0	5.98E-06	0	0	1.36E-05	1.22E-05	4.15E-06	0	1.95E-05	0	0	1.24E-05	1.66E-05	1.71E-05	2.61E-05	3.55E-06	0	3.89E-06
Sebaldella	1.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	0	0	0	0	0
Streptobacillus	1.22E-05	0	0	4.75E-06	5.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	7.79E-06	0	0	0	1.66E-06	0	0	0	1.25E-05	0
Sneathia	2.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04E-06	0	0	0	0	1.66E-06	0	0	0	0	0
Francisella	0.008681353	0.000176165	0.001053258	0.000199582	0.000273133	0.009816715	0.001610646	0.00094679	0.00138063	0.002569023	0.000450205	0.000361524	0.000114389	0.001793984	0.000171553	0.000275712	0.000185372	1.06E-05	0.000140975	0.003294792	0.001240468	0.000623172	8.45E-05	0.000720759	0.000112729	0.001267716	0.00260426	0.001381817	0.000171453	0.003903857	0.000397739	0.000336449	0.000704889
Aeromonas	0.007053216	0.009524442	0.003119708	0.008401445	0.010395442	0.002718156	0.011452247	0.026494351	0.013318264	0.029327102	0.014458916	0.010707488	0.009008145	0.013621886	0.016753342	0.019454895	0.01521847	0.010947695	0.025831544	0.006276658	0.019871818	0.015267715	0.022316255	0.013234687	0.008585514	0.010030131	0.009514028	0.008799731	0.006240892	0.020868364	0.01196767	0.017096573	0.008696228
Ruminobacter	2.04E-06	0	8.90E-07	0	0	2.31E-06	0	7.89E-06	3.21E-06	0	0	3.54E-06	0	3.44E-06	0	0	5.98E-06	0	8.29E-06	0	0	4.15E-06	0	0	0	0	0	0	0	0	0	0	0
SuccinivibrionaceaeUCG-001	2.04E-06	0	0	0	5.46E-06	1.38E-05	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	4.54E-06	1.22E-05	4.15E-06	0	0	0	0	0	0	0	0	3.55E-06	0	0
Thiomicrorhabdus	0.002750285	0.004695798	0.001483286	0.004528607	0.004118846	0.001491643	0.004854153	0.01084864	0.006167885	0.011251083	0.006501801	0.004352465	0.006028492	0.006893583	0.007808096	0.008460898	0.006338538	0.006136917	0.009561403	0.003022683	0.009376482	0.006244184	0.009670176	0.005828405	0.003869017	0.004905702	0.004144206	0.00484218	0.003480497	0.008361684	0.006090372	0.007252336	0.004244912
Pseudomonas	0.002103519	0.003840967	0.001220639	0.003411899	0.003102791	0.001157349	0.002166041	0.009546803	0.004572133	0.012968924	0.005391993	0.002541301	0.001454772	0.004562437	0.005891608	0.005071943	0.00338454	0.003678623	0.009229698	0.002448985	0.005728046	0.004324814	0.007291868	0.003058354	0.001584244	0.002450619	0.003683739	0.002998094	0.002606087	0.006237047	0.002951078	0.004909657	0.002157506
Acinetobacter	0.001948459	6.93E-05	0.000633913	4.75E-05	2.19E-05	0.001118156	0.000605381	0.00100991	0.000362817	0.002955924	0.000130874	1.06E-05	2.86E-05	0.00011363	4.41E-05	0.000792671	0.001046457	2.47E-05	0.00031512	0.001616784	0.000145937	0.001258807	9.66E-05	0.001172694	8.05E-06	2.23E-05	0.001002275	3.49E-05	3.43E-05	0.000332382	0.001143498	0.000249221	0.00020251
Moraxella	8.16E-06	2.89E-06	2.67E-06	0	0	2.77E-05	1.11E-05	1.58E-05	3.21E-06	0.000123808	5.23E-06	3.54E-06	0	6.89E-06	9.80E-06	2.87E-05	0	3.53E-06	1.66E-05	2.27E-06	0	4.15E-06	6.04E-06	0	2.01E-06	8.93E-06	6.89E-06	6.65E-06	0	6.52E-06	7.10E-06	0	3.89E-06
Psychrobacter	6.12E-06	5.78E-06	2.67E-06	0	1.09E-05	4.61E-05	1.11E-05	3.94E-05	6.42E-06	3.10E-05	0	3.54E-06	9.22E-07	1.03E-05	9.80E-06	1.15E-05	1.79E-05	1.06E-05	1.66E-05	6.80E-06	0	8.31E-06	1.21E-05	7.79E-06	0	1.34E-05	2.76E-06	4.99E-06	0	2.61E-05	1.07E-05	1.25E-05	3.89E-06
Alkanindiges	2.04E-06	0	8.90E-07	0	0	0	5.55E-06	0	3.21E-06	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-06	0	0	0	0	0	0	0	0	0
Stenotrophomonas	0.003437856	0.005247396	0.001710319	0.005046569	0.006309372	0.001208069	0.00698687	0.019890488	0.010534529	0.02209979	0.010647877	0.006674015	0.004577411	0.010502212	0.012126322	0.015876389	0.009232738	0.00624978	0.018260372	0.004267583	0.015445048	0.010922128	0.017650184	0.008719231	0.003728106	0.005419038	0.003984283	0.004188685	0.004663523	0.008198751	0.008370266	0.012747664	0.006281691
Xylella	4.08E-06	0	8.90E-07	0	0	0	0	0	3.21E-06	0	0	3.54E-06	0	0	9.80E-06	0	0	3.53E-06	8.29E-06	2.27E-06	0	0	0	0	0	0	1.38E-06	0	0	1.30E-05	3.55E-06	0	0
Dokdonella	6.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	0	1.66E-06	0	6.52E-06	0	1.25E-05	0
Rhodanobacter	2.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	4.46E-06	1.38E-06	0	0	0	0	0	0
Klebsiella	0.000534551	8.95E-05	0.000255524	0.000603497	0.00043155	0.04826513	0.007670006	0.000512845	0.001239356	0.00489043	0.000130874	7.80E-05	0.000269368	0.002747792	0.001249884	0.001545133	0.000346826	8.82E-05	0.000580484	0.000761906	0.001471536	0.002733648	0.000386324	0.001792157	0.000120781	0.002039951	0.001748122	0.000477234	0.000634376	0.001049284	0.000358675	0.000722741	0.00039723
CandidatusHamiltonella	0.000126497	0.000135733	0.000112181	4.75E-06	0.000114716	0.005261095	0.00026659	0.000268257	0.000118798	0.00015476	0.000157048	0.000457221	2.86E-05	0.002048792	3.92E-05	7.47E-05	0.000107636	1.06E-05	6.63E-05	0.001564629	0.00066888	0.000166179	3.02E-05	0.00113763	4.43E-05	0.000491017	0.001892879	1.83E-05	3.43E-05	0.001505494	0.000387085	0.000398754	0.000825616
Serratia	0.000104054	0.000528494	0.000281344	0.000223342	0.000180268	0.019389049	0.006664741	0.000465505	0.000635732	0.001299988	0.000293157	0.000191395	0.000267523	0.00456588	0.000857763	0.000666303	0.000143514	1.76E-05	0.000339998	0.002265311	0.000510781	0.000531773	0.000325961	0.001355805	0.000173119	0.000799018	0.00118977	9.48E-05	0.000274325	0.001720565	0.000468763	0.000535826	0.000163565
Proteus	7.96E-05	8.66E-05	6.23E-05	0.000133055	0.000180268	4.84E-05	0.000194388	0.000489175	0.00029218	0.000619042	0.000303627	0.00016304	5.72E-05	0.000220374	0.00025978	0.000356127	0.000275069	6.00E-05	0.000439509	9.07E-05	0.000413489	0.00036144	0.000410469	0.000206488	7.25E-05	0.000120522	0.000100641	6.32E-05	8.57E-05	0.000443176	0.000262792	0.000274143	0.000140199
Escherichia-Shigella	4.90E-05	3.47E-05	8.01E-06	0.00014731	2.73E-05	0.014476081	0.001271855	9.47E-05	0.000439875	0.00015476	3.66E-05	2.48E-05	7.93E-05	0.000361552	0.000308795	0.000206784	5.98E-05	1.06E-05	1.66E-05	0.00013152	7.30E-05	0.000236805	2.41E-05	0.000377911	2.62E-05	0.000339248	0.000107534	2.00E-05	0.00029147	1.30E-05	1.78E-05	6.23E-05	0.000109044
Arsenophonus	3.06E-05	3.47E-05	6.59E-05	0.000617753	0.00016388	0.033830548	0.008547531	0.000134129	0.000577938	0.001655937	1.57E-05	1.77E-05	0.000254608	0.001284369	0.001112641	0.000850111	0.000107636	3.53E-06	0.00019073	0.000469389	0.000608073	0.000872441	0.000289743	0.001760989	0.000155002	0.000990961	0.000711381	5.65E-05	0.000377197	2.61E-05	0.000127845	0.000411215	0.000140199
Yersinia	2.65E-05	5.78E-06	4.45E-06	9.50E-06	0	6.92E-05	1.67E-05	0	0	3.10E-05	0	0	9.22E-07	0	0	1.72E-05	0	0	8.29E-06	4.54E-06	1.22E-05	8.31E-06	0	3.90E-06	0	0	2.76E-06	3.33E-06	1.71E-05	0	7.10E-06	1.25E-05	3.89E-06
Erwinia	2.45E-05	4.04E-05	9.79E-06	3.80E-05	4.37E-05	5.76E-05	5.55E-05	3.16E-05	6.74E-05	0.000108332	4.71E-05	1.77E-05	3.41E-05	5.17E-05	6.86E-05	4.60E-05	7.77E-05	3.88E-05	5.80E-05	9.07E-06	3.65E-05	3.32E-05	0.000102617	5.45E-05	4.63E-05	2.23E-05	9.65E-06	2.66E-05	3.43E-05	5.21E-05	5.33E-05	9.97E-05	4.67E-05
Enterobacter	1.22E-05	5.78E-06	8.01E-06	5.70E-05	7.10E-05	0.004963689	0.002449292	3.94E-05	0.000176592	0.000495233	1.05E-05	1.06E-05	0.000119924	0.000241034	0.000372514	0.000304431	4.78E-05	3.53E-06	4.98E-05	4.54E-05	1.22E-05	0.000216033	9.66E-05	0.000401287	4.43E-05	0.000245508	6.76E-05	2.49E-05	0.000171453	1.96E-05	1.42E-05	0.000186916	2.34E-05
Sodalis	1.22E-05	0	0	0	0	5.53E-05	1.67E-05	0	0	0	0	3.54E-06	0	0	4.90E-06	1.15E-05	5.98E-06	0	0	2.27E-06	0	0	0	0	0	4.46E-06	4.14E-06	0	0	0	3.55E-06	0	0
endosymbionts2	4.08E-06	0	0	0	0	0	0	7.89E-06	3.21E-06	0	5.23E-06	0	0	0	0	5.74E-06	0	3.53E-06	0	0	0	0	6.04E-06	3.90E-06	0	0	0	0	0	1.30E-05	3.55E-06	0	0
Edwardsiella	2.04E-06	0	0	0	0	4.61E-06	0	0	0	0	0	0	0	6.89E-06	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0	6.52E-06	3.55E-06	0	0
Hafnia-Obesumbacterium	2.04E-06	0	0	0	5.46E-06	5.76E-05	5.55E-06	0	0	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38E-06	0	0	6.52E-06	3.55E-06	0	0
Rosenbergiella	2.04E-06	0	0	0	0	9.22E-06	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	4.15E-06	0	3.90E-06	0	4.46E-06	0	0	0	0	0	0	0
Morganella	2.04E-06	0	2.67E-06	0	0	3.00E-05	0	0	0	1.55E-05	0	0	9.22E-07	0	0	0	0	0	0	0	0	0	6.04E-06	0	2.01E-06	0	0	0	0	0	0	0	0
Comamonas	0.001238444	0.00410377	0.001061271	0.002656339	0.003610818	0.001002882	0.002926932	0.004244777	0.002783736	0.004178532	0.003533587	0.003753469	0.002879101	0.002217516	0.004127067	0.003492346	0.003402479	0.00312489	0.003930707	0.001875288	0.002116093	0.001965069	0.004056403	0.003514185	0.00340401	0.002495257	0.001079479	0.002464324	0.002588941	0.00115356	0.002031308	0.002566978	0.002776718
Burkholderia-Caballeronia-Paraburkholderia	0.000142819	0.000687331	0.000103278	0.000456187	0.001032443	0.00019366	0.000138849	0.000725873	0.000561884	0.000557138	0.000361211	0.000269371	0.000245383	0.000296128	0.000264681	0.000896062	0.000418583	0.000416182	0.000597069	0.000453516	0.000656719	0.000390521	0.000446687	0.000323367	0.000189224	0.000477625	0.000197146	0.000242774	0.000360051	0.001798772	0.000369329	0.00047352	0.000455647
Alcaligenes	7.75E-05	2.89E-06	2.67E-06	4.75E-06	1.09E-05	0.000136023	1.11E-05	1.58E-05	1.61E-05	4.64E-05	5.23E-06	7.09E-06	2.77E-06	1.03E-05	1.47E-05	1.72E-05	3.59E-05	1.06E-05	3.32E-05	2.04E-05	1.22E-05	2.91E-05	2.41E-05	4.29E-05	0	2.23E-05	1.24E-05	1.50E-05	0	4.56E-05	2.49E-05	0	2.73E-05
Parasutterella	2.24E-05	0	5.97E-05	4.75E-05	5.46E-05	0.000511816	1.11E-05	0	3.21E-06	0	1.57E-05	3.54E-06	4.89E-05	0	0	0	4.78E-05	0	2.49E-05	0.001741501	1.22E-05	0	4.23E-05	0.000599983	0	0.000616003	0.000967809	0	3.43E-05	1.30E-05	3.55E-06	0	2.34E-05
Herbaspirillum	2.04E-05	5.78E-06	0.000693565	1.90E-05	0	0.000878386	3.89E-05	3.94E-05	8.03E-05	0.000216665	4.19E-05	5.32E-05	8.30E-06	3.44E-05	9.80E-06	5.74E-05	1.20E-05	0	8.29E-05	0.000269842	0.001605312	0.000116325	6.04E-05	9.35E-05	2.01E-06	6.70E-05	0.000383263	0	0	0.000273726	0.000436802	1.25E-05	0.000151882
Cupriavidus	1.63E-05	2.89E-06	2.67E-06	0	0	2.31E-05	0	2.37E-05	2.25E-05	0	0	3.54E-06	9.22E-07	0	0	1.15E-05	0	0	0	4.54E-06	2.43E-05	0	0	3.90E-06	0	4.46E-06	4.14E-06	1.66E-06	0	6.52E-06	7.10E-06	0	0
Achromobacter	1.22E-05	0	8.90E-07	0	0	4.15E-05	5.55E-06	2.37E-05	6.42E-05	3.10E-05	0	3.54E-06	9.22E-07	2.07E-05	0	0	0	0	0	0	0	4.15E-06	6.04E-06	0	2.01E-06	8.93E-06	4.14E-06	0	0	6.52E-06	7.10E-06	0	0
Bordetella	1.02E-05	4.04E-05	7.12E-06	4.75E-06	4.37E-05	0.001779827	0.000155511	0.000654863	0.000998549	0.000201189	4.71E-05	4.96E-05	1.84E-06	0.000258251	9.80E-06	4.60E-05	0	3.53E-06	0	2.49E-05	0.000535104	1.66E-05	6.04E-06	3.90E-06	1.81E-05	4.46E-06	0.000694837	5.99E-05	0	0.000293278	2.49E-05	1.25E-05	8.96E-05
CandidatusNasuia	6.12E-06	0	1.78E-06	0	0	0	0	7.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	0	1.66E-06	0	0	0	0	0
Diaphorobacter	4.08E-06	0	1.78E-06	0	0	9.22E-06	1.11E-05	7.89E-05	0.000224754	3.10E-05	0	0	9.22E-07	0	0	5.74E-06	0	0	0	2.27E-06	0	0	6.04E-06	0	0	0	4.14E-06	0	0	0	0	0	3.89E-06
Acidovorax	4.08E-06	2.89E-06	0	4.75E-06	5.46E-06	1.84E-05	5.55E-06	9.47E-05	0.000321077	1.55E-05	5.23E-06	0	9.22E-07	3.44E-06	0	0	0	0	8.29E-06	6.80E-06	1.22E-05	8.31E-06	0	1.17E-05	2.01E-06	1.34E-05	5.51E-06	1.66E-06	0	0	0	1.25E-05	0
Aquabacterium	4.08E-06	2.89E-06	0	0	1.09E-05	4.61E-06	1.11E-05	7.89E-05	0.000186225	1.55E-05	5.23E-06	0	0	2.07E-05	0	0	0	0	0	2.27E-06	1.22E-05	4.15E-06	6.04E-06	0	2.01E-06	0	1.38E-06	1.66E-06	0	1.30E-05	3.55E-06	0	0
Massilia	2.04E-06	0	0	0	0	3.69E-05	5.55E-06	0	1.93E-05	4.64E-05	0	3.54E-06	1.84E-06	1.03E-05	0	1.15E-05	1.20E-05	3.53E-06	0	6.80E-06	2.43E-05	8.31E-06	0	3.90E-06	0	0	6.89E-06	1.66E-06	0	6.52E-06	7.10E-06	0	0
Polaromonas	2.04E-06	2.89E-06	1.78E-06	4.75E-06	0	6.92E-06	0	2.37E-05	9.95E-05	3.10E-05	1.57E-05	3.54E-06	0	6.89E-06	9.80E-06	5.74E-06	0	3.53E-06	0	4.54E-06	1.22E-05	8.31E-06	0	0	0	0	4.14E-06	1.66E-06	0	1.30E-05	7.10E-06	3.74E-05	7.79E-06
Lautropia	2.04E-06	2.89E-06	0	4.75E-06	0	1.61E-05	0	1.58E-05	3.21E-06	0	0	0	9.22E-07	0	0	0	0	0	0	2.27E-06	0	0	0	3.90E-06	0	0	5.51E-06	1.66E-06	0	0	0	1.25E-05	0
Castellaniella	2.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus	2.04E-06	0	0	0	5.46E-06	1.15E-05	0	0	6.42E-06	1.55E-05	0	0	0	0	0	0	0	0	0	2.27E-06	2.43E-05	4.15E-06	6.04E-06	7.79E-06	0	0	4.14E-06	0	0	0	3.55E-06	0	7.79E-06
CandidatusVidania	2.04E-06	0	0	0	0	0	0	0	0	0	0	0	9.22E-07	0	0	0	0	0	0	2.27E-06	0	0	0	3.90E-06	0	0	2.76E-06	0	0	0	3.55E-06	0	0
CandidatusTremblaya	2.04E-06	0	0	0	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.29E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax	2.04E-06	0	1.78E-06	0	0	9.22E-06	5.55E-06	3.94E-05	0.000131641	0	0	0	0	3.44E-06	0	0	0	3.53E-06	8.29E-06	0	0	4.15E-06	0	0	0	0	1.38E-06	1.66E-06	0	0	0	0	0
Caenimonas	2.04E-06	0	5.34E-06	9.50E-06	0	0.000707781	3.89E-05	0.000378716	0.000703158	3.10E-05	1.05E-05	2.84E-05	3.69E-06	3.44E-06	0	0	5.98E-06	3.53E-06	2.49E-05	4.99E-05	4.86E-05	3.74E-05	0	4.29E-05	6.04E-06	5.80E-05	0.000164059	1.66E-06	0	6.52E-06	1.07E-05	0	1.17E-05
Ralstonia	2.04E-06	0	2.67E-06	0	0	9.22E-06	1.11E-05	2.37E-05	6.42E-06	3.10E-05	0	3.54E-06	9.22E-07	3.44E-06	4.90E-06	1.15E-05	5.98E-06	3.53E-06	8.29E-06	4.54E-06	1.22E-05	8.31E-06	0	3.90E-06	0	4.46E-06	1.38E-06	0	0	0	0	1.25E-05	0
Hydrogenophaga	2.04E-06	0	8.90E-07	4.75E-06	5.46E-06	9.22E-06	0	3.16E-05	5.14E-05	0	5.23E-06	0	0	0	4.90E-06	0	0	0	0	2.27E-06	0	0	0	0	0	4.46E-06	2.76E-06	0	0	6.52E-06	0	0	0
Rhizobacter	2.04E-06	0	8.90E-07	4.75E-06	5.46E-06	4.61E-06	0	7.89E-06	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herminiimonas	2.04E-06	0	0	0	0	6.92E-06	0	0	0	0	0	0	0	3.44E-06	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	1.38E-06	0	0	0	3.55E-06	0	0
Neisseria	4.49E-05	8.38E-05	0.000667746	0.000270861	8.74E-05	0.001991931	0.00018328	0.00098624	0.002857583	0.000649994	0.000282687	0.000187851	6.46E-05	0.000392542	7.35E-05	0.000338895	0.000263109	2.47E-05	0.000265364	0.003095245	0.000766172	0.00103862	9.05E-05	0.001063606	0.000100651	0.001053454	0.002345075	0.000798162	0.000222889	0.006699775	0.001246484	0.000448598	0.00063479
Vitreoscilla	2.04E-06	0	0	0	0	2.31E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus	2.45E-05	0	2.67E-06	0	0	1.15E-05	0	0	9.63E-06	0	0	3.54E-06	0	3.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99E-06	0	6.52E-06	3.55E-06	0	0
Methylobacillus	2.04E-06	2.89E-06	0	4.75E-06	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.22E-05	0	0	0	0	4.46E-06	0	0	0	0	0	0	0
Zoogloea	4.08E-06	0	0	0	0	2.31E-06	0	0	6.42E-06	0	5.23E-06	0	0	0	0	0	0	0	0	0	0	4.15E-06	0	0	0	0	1.38E-06	0	0	6.52E-06	0	0	0
Dechloromonas	4.08E-06	2.31E-05	1.78E-06	0	2.73E-05	2.54E-05	2.78E-05	7.10E-05	1.28E-05	3.10E-05	4.71E-05	0	0	0.000313345	2.94E-05	5.74E-06	0	3.53E-06	0	6.80E-06	1.22E-05	1.25E-05	0	0	2.42E-05	0	8.27E-06	1.83E-05	0	0.000808144	7.10E-06	1.25E-05	0
Dechlorobacter	2.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denitratisoma	2.04E-06	0	0	0	0	0	0	1.58E-05	0	0	0	3.54E-06	1.84E-06	0	0	5.74E-06	0	0	0	0	0	0	6.04E-06	0	0	0	0	0	0	0	0	0	0
Azoarcus	2.04E-06	0	0	0	0	9.22E-06	0	0	6.42E-06	0	0	0	9.22E-07	0	0	0	0	0	0	0	0	8.31E-06	0	3.90E-06	0	8.93E-06	4.14E-06	0	0	0	0	0	0
CandidatusNitrotoga	2.04E-06	2.89E-06	0	0	1.09E-05	2.31E-06	0	7.89E-06	9.63E-06	3.10E-05	0	0	0	0	4.90E-06	1.15E-05	0	0	8.29E-06	2.27E-06	0	0	6.04E-06	0	2.01E-06	8.93E-06	1.38E-06	0	0	1.30E-05	3.55E-06	2.49E-05	0
Gallionella	2.04E-06	0	0	0	0	1.38E-05	0	0	6.42E-06	1.55E-05	0	0	0	0	0	1.15E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52E-06	0	0	0
Ellin6067	2.04E-06	0	0	0	0	4.61E-06	5.55E-06	0	1.61E-05	0	0	3.54E-06	0	3.44E-06	0	0	5.98E-06	0	0	2.27E-06	1.22E-05	0	6.04E-06	0	0	4.46E-06	0	1.66E-06	0	1.30E-05	0	0	0
IS-44	2.04E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deefgea	2.04E-06	0	0	0	0	0	0	0	0	0	0	3.54E-06	0	3.44E-06	0	0	0	0	0	0	0	4.15E-06	0	0	0	4.46E-06	0	0	0	0	3.55E-06	0	0
